article_id,author_id,topic_id,type_id,submission_time
266,3873,80,29,"2015-01-02 06:10:02.477436"
267,11346,77,42,"2015-01-02 06:11:27.478700"
268,18212,103,1,"2015-01-02 06:13:32.452971"
269,8656,1,49,"2015-01-02 06:19:08.371098"
270,8725,76,31,"2015-01-02 06:21:46.178632"
271,8088,64,21,"2015-01-02 06:23:26.815355"
272,12491,78,22,"2015-01-02 06:25:00.087582"
273,18880,78,24,"2015-01-02 06:31:08.170632"
274,485,103,1,"2015-01-02 06:40:10.463852"
275,11346,14,38,"2015-01-02 06:43:32.107346"
276,3185,8,32,"2015-01-02 06:48:10.815571"
277,8842,57,46,"2015-01-02 06:54:01.382954"
278,798,61,26,"2015-01-02 06:58:43.402752"
279,4220,76,24,"2015-01-02 07:00:36.593147"
280,1871,64,31,"2015-01-02 07:00:39.820689"
281,19702,17,26,"2015-01-02 07:05:02.469856"
282,1548,3,48,"2015-01-02 07:23:02.339944"
283,4057,103,24,"2015-01-02 07:27:09.576290"
284,12221,59,6,"2015-01-02 07:30:11.430905"
285,3696,28,12,"2015-01-02 07:34:38.939715"
286,15318,39,38,"2015-01-02 07:37:02.590826"
287,1518,90,41,"2015-01-02 07:39:42.378659"
288,10152,8,45,"2015-01-02 07:42:21.683755"
289,2552,46,29,"2015-01-02 07:46:04.973285"
290,12249,55,1,"2015-01-02 07:52:18.273530"
291,2795,29,29,"2015-01-02 07:54:40.719224"
292,6064,106,45,"2015-01-02 07:58:23.894453"
293,9000,26,25,"2015-01-02 08:02:46.368159"
294,1623,72,1,"2015-01-02 08:06:56.531275"
295,13030,48,45,"2015-01-02 08:09:59.069605"
296,3696,77,25,"2015-01-02 08:17:04.012930"
297,13456,90,9,"2015-01-02 08:19:53.799350"
298,9674,64,19,"2015-01-02 08:23:38.918612"
299,15437,1,18,"2015-01-02 08:29:54.973830"
300,12963,24,49,"2015-01-02 08:32:32.169763"
301,2228,26,12,"2015-01-02 08:32:52.739369"
302,13224,28,29,"2015-01-02 08:36:09.742782"
303,580,28,15,"2015-01-02 08:39:38.242105"
304,8842,52,22,"2015-01-02 08:43:56.804198"
305,6837,77,37,"2015-01-02 08:54:54.299152"
306,8178,78,21,"2015-01-02 08:57:25.588173"
307,19668,7,41,"2015-01-02 08:59:10.095072"
308,7249,59,41,"2015-01-02 09:01:02.557464"
309,8076,61,48,"2015-01-02 09:03:11.497028"
310,13467,77,42,"2015-01-02 09:07:45.401557"
311,11659,72,22,"2015-01-02 09:08:48.820220"
312,9177,84,31,"2015-01-02 09:11:12.998987"
313,3042,52,19,"2015-01-02 09:11:42.328920"
314,16820,39,9,"2015-01-02 09:18:41.777469"
315,14849,24,24,"2015-01-02 09:24:22.074889"
316,19914,52,38,"2015-01-02 09:26:05.829235"
317,18628,46,29,"2015-01-02 09:32:50.141109"
318,12249,77,34,"2015-01-02 09:32:55.687206"
319,4190,103,34,"2015-01-02 09:34:11.277629"
320,8509,1,48,"2015-01-02 09:38:13.577842"
321,11276,2,35,"2015-01-02 09:40:07.995450"
322,17577,24,15,"2015-01-02 09:40:31.899617"
323,13847,60,44,"2015-01-02 09:44:25.296638"
324,5795,48,17,"2015-01-02 09:51:12.339625"
325,13467,39,29,"2015-01-02 09:53:32.393632"
326,8485,28,43,"2015-01-02 10:06:23.440097"
327,598,103,14,"2015-01-02 10:07:09.832529"
328,5109,1,14,"2015-01-02 10:11:34.357595"
329,7089,103,25,"2015-01-02 10:24:53.860407"
330,7089,59,1,"2015-01-02 10:25:36.855274"
331,11213,41,20,"2015-01-02 10:28:49.140235"
332,18043,96,14,"2015-01-02 10:29:49.420897"
333,11727,82,29,"2015-01-02 10:30:08.814483"
334,4543,1,45,"2015-01-02 10:34:31.975122"
335,6596,8,31,"2015-01-02 10:34:38.236728"
336,946,77,31,"2015-01-02 10:34:46.454308"
337,4837,24,48,"2015-01-02 10:37:21.349440"
338,11532,103,23,"2015-01-02 10:41:15.075983"
339,12485,49,45,"2015-01-02 10:43:13.454359"
340,11727,91,12,"2015-01-02 10:50:02.905628"
341,5669,59,29,"2015-01-02 10:50:56.498753"
342,6055,96,36,"2015-01-02 10:52:00.642566"
343,12960,67,19,"2015-01-02 10:53:20.556677"
344,15340,4,43,"2015-01-02 10:56:25.323575"
345,6204,27,4,"2015-01-02 11:00:00.778256"
346,7150,41,48,"2015-01-02 11:02:59.781308"
347,15340,72,23,"2015-01-02 11:04:55.418099"
348,2743,59,1,"2015-01-02 11:11:39.878358"
349,7903,72,35,"2015-01-02 11:13:24.998186"
350,12960,103,22,"2015-01-02 11:13:40.703762"
351,15054,1,9,"2015-01-02 11:18:59.563143"
352,2117,4,1,"2015-01-02 11:19:23.237640"
353,11860,36,19,"2015-01-02 11:19:50.438843"
354,5109,27,48,"2015-01-02 11:23:21.535461"
355,6806,103,29,"2015-01-02 11:31:43.248497"
356,10441,78,15,"2015-01-02 11:33:30.156818"
357,9943,71,18,"2015-01-02 11:36:32.888368"
358,9153,26,33,"2015-01-02 11:37:42.555478"
359,15613,60,46,"2015-01-02 11:41:30.664852"
360,14781,98,17,"2015-01-02 11:41:44.111533"
361,3736,62,45,"2015-01-02 11:41:57.071102"
362,6110,40,20,"2015-01-02 11:44:13.335979"
363,6837,66,5,"2015-01-02 11:45:59.035172"
364,6615,27,24,"2015-01-02 11:47:09.627275"
365,19043,78,18,"2015-01-02 11:55:53.900990"
366,13530,8,31,"2015-01-02 11:56:39.905114"
367,11860,103,38,"2015-01-02 12:01:52.708470"
368,10352,28,19,"2015-01-02 12:04:52.817094"
369,2157,103,19,"2015-01-02 12:09:32.725523"
370,9012,93,18,"2015-01-02 12:10:53.715113"
371,14587,59,31,"2015-01-02 12:15:19.937835"
372,19792,18,24,"2015-01-02 12:26:43.907514"
373,9000,24,29,"2015-01-02 12:29:14.749339"
374,19914,93,34,"2015-01-02 12:29:33.554934"
375,11509,77,45,"2015-01-02 12:33:17.618998"
376,4057,95,45,"2015-01-02 12:33:40.882876"
377,19948,28,20,"2015-01-02 12:33:45.279747"
378,5992,39,27,"2015-01-02 12:36:16.668527"
379,8474,76,23,"2015-01-02 12:36:38.484930"
380,6741,100,43,"2015-01-02 12:36:44.549028"
381,6615,28,43,"2015-01-02 12:39:00.945576"
382,598,59,2,"2015-01-02 12:39:06.839077"
383,8582,8,1,"2015-01-02 12:39:59.318844"
384,15054,91,34,"2015-01-02 12:40:09.428102"
385,9076,31,2,"2015-01-02 12:41:32.351433"
386,10739,30,24,"2015-01-02 12:43:13.111107"
387,13456,27,36,"2015-01-02 12:46:27.250591"
388,8232,65,12,"2015-01-02 12:48:48.911231"
389,17169,106,29,"2015-01-02 12:51:15.646861"
390,5795,91,8,"2015-01-02 12:52:55.357563"
391,2716,84,38,"2015-01-02 12:54:00.304457"
392,7949,7,21,"2015-01-02 12:56:23.078859"
393,13224,83,18,"2015-01-02 12:56:29.251096"
394,13830,8,14,"2015-01-02 12:56:30.570127"
395,8257,18,38,"2015-01-02 12:57:27.785550"
396,3807,27,42,"2015-01-02 12:59:38.779179"
397,9913,64,12,"2015-01-02 13:00:28.872075"
398,3761,22,9,"2015-01-02 13:09:12.621970"
399,18586,73,19,"2015-01-02 13:10:23.076559"
400,7089,78,1,"2015-01-02 13:13:12.487916"
401,7196,59,18,"2015-01-02 13:15:37.431267"
402,4977,103,2,"2015-01-02 13:15:56.416043"
403,8915,34,33,"2015-01-02 13:23:21.508656"
404,13148,52,49,"2015-01-02 13:23:36.090887"
405,14173,46,19,"2015-01-02 13:27:16.668023"
406,10152,26,42,"2015-01-02 13:28:16.804671"
407,3873,59,41,"2015-01-02 13:30:14.602643"
408,5795,91,1,"2015-01-02 13:33:55.286036"
409,15892,4,29,"2015-01-02 13:41:23.693760"
410,6615,77,45,"2015-01-02 13:41:25.103201"
411,5720,31,36,"2015-01-02 13:46:49.652395"
412,4967,65,25,"2015-01-02 13:50:17.868771"
413,3185,62,39,"2015-01-02 13:53:34.808658"
414,6352,65,48,"2015-01-02 13:54:42.438771"
415,14849,91,40,"2015-01-02 13:54:45.648445"
416,14781,41,14,"2015-01-02 13:56:26.923977"
417,1189,57,38,"2015-01-02 13:56:32.990880"
418,18981,62,42,"2015-01-02 13:58:12.353929"
419,3428,26,17,"2015-01-02 13:58:52.456040"
420,7089,44,29,"2015-01-02 14:06:30.424243"
421,8035,50,31,"2015-01-02 14:07:17.666260"
422,4379,3,1,"2015-01-02 14:07:25.291249"
423,4379,71,29,"2015-01-02 14:08:25.535607"
424,6806,52,48,"2015-01-02 14:13:22.350386"
425,8046,57,1,"2015-01-02 14:16:15.997535"
426,5795,99,22,"2015-01-02 14:19:03.404189"
427,19523,49,23,"2015-01-02 14:27:44.851081"
428,5114,90,22,"2015-01-02 14:30:34.607347"
429,12491,24,12,"2015-01-02 14:35:35.192513"
430,10128,95,1,"2015-01-02 14:39:29.341151"
431,10352,59,23,"2015-01-02 14:40:50.597772"
432,13467,3,12,"2015-01-02 14:44:04.847937"
433,7903,58,36,"2015-01-02 14:49:06.515933"
434,1189,74,34,"2015-01-02 14:50:44.879862"
435,13530,13,25,"2015-01-02 14:53:24.995000"
436,14587,64,45,"2015-01-02 14:57:31.607716"
437,4057,77,12,"2015-01-02 14:58:26.632706"
438,4057,8,41,"2015-01-02 14:59:48.778405"
439,4266,103,9,"2015-01-02 15:02:02.846880"
440,6541,39,48,"2015-01-02 15:06:12.511861"
441,11313,93,38,"2015-01-02 15:06:15.106502"
442,9000,39,4,"2015-01-02 15:12:56.978306"
443,8079,103,31,"2015-01-02 15:14:12.917683"
444,12249,30,14,"2015-01-02 15:24:26.305021"
445,12104,100,13,"2015-01-02 15:24:32.940641"
446,11406,41,43,"2015-01-02 15:39:07.562690"
447,12960,64,23,"2015-01-02 15:43:49.631568"
448,9913,81,29,"2015-01-02 15:54:40.938692"
449,529,103,35,"2015-01-02 16:00:48.486964"
450,7241,23,25,"2015-01-02 16:01:39.519656"
451,19668,106,13,"2015-01-02 16:07:12.382969"
452,1464,46,45,"2015-01-02 16:10:17.522709"
453,12221,29,34,"2015-01-02 16:10:27.711811"
454,104,77,29,"2015-01-02 16:10:56.136351"
455,8523,62,29,"2015-01-02 16:21:28.827693"
456,5332,63,38,"2015-01-02 16:30:39.753097"
457,11822,26,20,"2015-01-02 16:31:03.090209"
458,895,39,22,"2015-01-02 16:45:34.795606"
459,14810,77,29,"2015-01-02 16:56:26.329440"
460,3227,29,5,"2015-01-02 17:20:55.974483"
461,4077,8,19,"2015-01-02 17:34:53.254026"
462,10152,62,31,"2015-01-02 17:35:32.856320"
463,19393,77,45,"2015-01-02 17:48:53.418705"
464,6763,77,14,"2015-01-02 18:06:24.728414"
465,2922,39,41,"2015-01-02 18:27:29.769783"
466,437,96,28,"2015-01-02 18:56:00.573485"
467,12491,14,13,"2015-01-02 18:56:58.263927"
468,2117,32,34,"2015-01-02 18:59:16.335116"
469,13530,4,29,"2015-01-02 19:00:37.010057"
470,11404,84,23,"2015-01-02 19:02:10.873300"
471,17351,77,18,"2015-01-02 19:03:51.012809"
472,10177,41,31,"2015-01-02 20:04:15.960394"
473,699,57,17,"2015-01-02 20:14:47.924359"
474,12501,39,29,"2015-01-02 20:15:37.328857"
475,15630,3,31,"2015-01-02 20:16:24.384668"
476,3873,27,20,"2015-01-02 20:21:50.873847"
477,8842,103,17,"2015-01-02 20:23:18.149886"
478,7123,101,23,"2015-01-02 20:32:30.802184"
479,15113,8,17,"2015-01-02 20:37:19.005750"
480,3620,17,43,"2015-01-02 20:57:21.289337"
481,16820,77,44,"2015-01-02 21:00:56.947756"
482,15719,78,25,"2015-01-02 21:22:10.594795"
483,4220,100,30,"2015-01-02 21:31:02.599051"
484,19714,30,38,"2015-01-02 21:31:18.473436"
485,19948,8,38,"2015-01-02 21:38:56.172729"
486,10799,17,22,"2015-01-02 21:48:07.363143"
487,8088,60,19,"2015-01-02 21:48:53.643981"
488,19497,50,48,"2015-01-02 21:51:55.054756"
489,5641,24,22,"2015-01-02 21:52:40.639046"
490,6741,9,19,"2015-01-02 21:53:17.576600"
491,9913,39,45,"2015-01-02 22:05:46.348982"
492,5869,18,47,"2015-01-02 22:09:13.061088"
493,5109,57,42,"2015-01-02 22:18:45.334963"
494,9943,27,44,"2015-01-02 23:14:10.913908"
495,12782,103,41,"2015-01-02 23:36:08.211827"
496,10132,26,45,"2015-01-02 23:48:45.404334"
497,18380,28,31,"2015-01-02 23:57:25.356956"
498,4977,88,45,"2015-01-03 05:05:39.383412"
499,6064,65,5,"2015-01-03 05:54:45.127075"
500,3696,28,47,"2015-01-03 07:00:29.391594"
501,12960,78,45,"2015-01-03 08:25:30.777153"
502,11416,58,29,"2015-01-03 09:31:54.514057"
503,8081,8,40,"2015-01-03 10:23:45.914197"
504,1265,30,22,"2015-01-03 10:38:05.034431"
505,19948,84,15,"2015-01-03 11:08:40.784341"
506,18671,39,42,"2015-01-03 12:23:46.228297"
507,946,31,48,"2015-01-03 12:29:10.062089"
508,7241,52,14,"2015-01-03 12:54:32.533545"
509,4057,30,24,"2015-01-03 12:55:40.835777"
510,19668,42,38,"2015-01-03 12:58:42.599723"
511,12796,84,49,"2015-01-03 13:13:05.116925"
512,13467,14,12,"2015-01-03 14:30:23.842045"
513,6806,56,15,"2015-01-03 14:55:16.888538"
514,10365,59,48,"2015-01-03 15:06:28.620672"
515,18671,30,49,"2015-01-03 15:33:21.816264"
516,11850,27,23,"2015-01-03 16:37:05.371163"
517,14386,77,38,"2015-01-03 16:55:46.211077"
